Timestamp;Nez;Bouche;Œil_Gauche;Œil_Droit;Joue_Gauche;Joue_Droite;Front;Menton
2025-06-23T15:44:26.997743;9.22;29.1;30.48;8.79;9.08;12.22;19.39;7.05
2025-06-23T15:44:27.112129;8.37;24.79;16.42;12.74;30.99;30.81;31.8;19.35
2025-06-23T15:44:27.298886;7.64;34.17;15.52;9.79;12.83;34.94;15.92;29.86
2025-06-23T15:44:27.381024;27.59;20.36;29.59;22.25;27.8;10.9;16.38;15.93
2025-06-23T15:44:27.431922;22.78;34.47;7.76;32.1;26.33;9.98;10.23;16.39
2025-06-23T15:44:27.679104;17.56;27.84;21.31;9.25;20.85;21.26;14.49;28.83
2025-06-23T15:44:27.868107;10.81;18.97;18.52;12.96;30.8;8.1;36.02;17.51
2025-06-23T15:44:28.047456;33.92;20.0;19.02;33.39;30.22;8.22;19.87;13.18
2025-06-23T15:44:28.253533;34.56;30.54;32.1;33.55;31.82;20.63;10.87;33.13
2025-06-23T15:44:28.342530;30.73;36.09;9.05;20.77;15.2;26.15;20.36;28.37
2025-06-23T15:44:28.480999;14.74;8.02;21.04;16.52;25.79;19.8;36.31;11.22
2025-06-23T15:44:28.592045;13.63;19.04;20.23;12.3;26.36;7.73;20.04;10.24
2025-06-23T15:44:28.667609;20.63;18.91;9.29;7.09;23.94;35.24;16.44;33.2
2025-06-23T15:44:28.792067;9.28;16.26;9.22;27.57;24.79;13.8;16.38;27.98
2025-06-23T15:44:28.902159;7.17;17.71;32.18;25.16;28.21;15.69;11.32;26.93
2025-06-23T15:44:29.005615;25.99;14.51;10.01;17.9;29.53;18.21;23.53;8.13
2025-06-23T15:44:29.186111;6.96;9.87;21.7;8.05;32.16;9.84;28.02;33.22
2025-06-23T15:44:30.968474;21.01;14.76;33.33;12.7;35.82;36.57;24.08;35.19
2025-06-23T15:44:31.049688;32.6;20.77;16.83;29.0;34.9;33.47;13.06;31.14
2025-06-23T15:44:31.138674;18.2;14.56;22.18;11.42;34.73;9.15;27.42;13.67
2025-06-23T15:44:31.271937;9.82;33.4;12.52;26.22;27.04;33.33;29.64;30.48
2025-06-23T15:44:31.363281;31.55;28.92;15.54;21.71;34.8;14.45;28.94;6.93
2025-06-23T15:44:31.556838;24.6;16.44;28.13;16.5;24.75;17.54;15.27;9.87
2025-06-23T15:44:31.693222;10.62;22.12;28.25;12.04;11.0;29.87;12.86;9.67
2025-06-23T15:44:31.840076;29.6;25.08;29.27;33.46;28.07;22.5;29.73;27.16
2025-06-23T15:44:31.946646;34.3;19.92;27.83;15.87;15.55;10.66;11.17;13.75
2025-06-23T15:44:32.071013;15.26;30.62;11.85;19.26;13.96;17.13;31.2;34.07
2025-06-23T15:44:32.149462;11.48;29.15;25.81;19.16;15.94;11.26;20.15;24.92
2025-06-23T15:44:32.206823;15.88;21.61;34.83;21.4;8.3;21.11;8.63;14.84
2025-06-23T15:44:32.288595;21.49;24.4;7.12;20.44;20.92;29.52;23.57;24.4
2025-06-23T15:44:32.389930;12.3;21.47;10.89;24.35;7.27;20.08;8.76;19.55
2025-06-23T15:44:32.541895;19.62;16.96;29.33;19.04;24.57;15.03;25.56;18.08
2025-06-23T15:44:32.645823;9.48;13.59;13.0;36.59;26.29;7.21;28.02;12.65
2025-06-23T15:44:32.745996;17.33;26.77;20.16;20.61;23.96;29.76;34.94;18.78
2025-06-23T15:44:32.861661;25.06;35.24;20.28;33.23;18.77;34.52;31.67;33.29
2025-06-23T15:44:32.961489;8.85;7.41;16.2;22.12;31.09;19.57;27.71;34.95
2025-06-23T15:44:33.131442;15.9;17.12;33.33;20.4;25.14;34.55;22.61;17.46
2025-06-23T15:44:33.300655;11.21;15.6;26.68;18.16;25.53;17.54;34.64;31.98
2025-06-23T15:44:33.378950;20.2;24.23;29.07;11.49;12.58;10.95;16.69;19.55
2025-06-23T15:44:33.507837;33.33;24.0;15.25;31.16;22.55;31.9;22.64;17.79
2025-06-23T15:44:33.674862;17.35;22.47;26.3;17.21;35.22;34.59;30.42;10.8
2025-06-23T15:44:33.748889;14.47;36.77;15.59;16.77;7.1;18.6;30.47;16.81
2025-06-23T15:44:33.890778;29.4;30.78;29.56;13.06;36.02;21.7;25.66;12.92
2025-06-23T15:44:33.992035;17.0;33.14;19.79;8.18;26.14;33.89;8.43;17.83
2025-06-23T15:44:34.114589;20.32;33.95;36.05;15.98;35.17;26.07;23.77;15.06
2025-06-23T15:44:34.251882;21.46;14.45;15.69;13.64;16.8;9.63;25.13;15.74
2025-06-23T15:44:34.428936;7.88;19.7;22.07;28.91;17.92;25.1;28.35;25.96
2025-06-23T15:44:34.556636;15.94;32.21;36.61;20.72;35.06;34.78;12.81;23.73
2025-06-23T15:44:34.633293;17.08;29.84;17.28;36.38;35.86;22.77;7.99;26.87
2025-06-23T15:44:34.793319;26.3;21.65;11.81;23.39;14.66;20.71;24.51;34.72
2025-06-23T15:44:34.913497;15.11;18.42;35.14;35.22;14.97;8.73;6.97;32.19
2025-06-23T15:44:35.142547;6.99;9.47;25.09;11.99;23.76;10.45;21.24;11.97
2025-06-23T15:44:35.267558;23.32;34.01;21.33;9.08;13.66;24.95;16.64;17.51
2025-06-23T15:44:35.348941;8.63;34.54;26.99;34.11;23.82;20.27;10.34;29.15
2025-06-23T15:44:35.465517;33.5;23.88;21.75;33.51;32.86;29.66;18.09;24.96
2025-06-23T15:44:35.610986;32.12;25.91;33.41;28.27;25.84;17.84;30.0;18.36
2025-06-23T15:44:35.711690;20.54;33.81;13.02;12.03;13.43;19.82;15.86;29.96
2025-06-23T15:44:35.760674;8.55;28.42;32.47;7.77;19.38;22.67;17.47;13.31
2025-06-23T15:44:35.837012;29.88;24.65;11.97;11.45;18.6;9.75;24.13;20.74
2025-06-23T15:44:35.938104;10.35;12.21;11.12;10.73;7.3;16.84;25.27;27.21
2025-06-23T15:44:36.036629;18.63;12.03;11.41;10.31;16.77;7.94;23.65;27.07
2025-06-23T15:44:36.154820;9.75;26.38;19.75;29.09;32.98;34.32;12.38;24.72
2025-06-23T15:44:36.305302;16.43;14.08;30.71;14.72;22.89;29.85;26.21;31.83
2025-06-23T15:44:36.495616;22.3;19.52;18.0;21.86;9.45;22.69;10.94;28.85
2025-06-23T15:44:36.602507;20.92;12.17;19.21;31.65;32.5;22.51;7.11;34.18
2025-06-23T15:44:36.746696;11.34;30.02;17.64;36.24;22.07;26.44;18.55;17.13
2025-06-23T15:44:36.894922;36.56;26.6;11.85;13.03;28.7;20.41;12.53;20.96
2025-06-23T15:44:36.981887;36.0;30.85;32.74;15.27;8.36;18.69;14.55;14.57
2025-06-23T15:44:37.129594;12.34;24.46;7.93;17.56;30.22;23.04;26.98;35.66
2025-06-23T15:44:37.221995;9.31;9.06;31.81;17.14;9.32;11.57;15.3;18.8
2025-06-23T15:44:37.273743;8.26;27.82;21.22;11.44;10.96;19.63;14.58;9.88
2025-06-23T15:44:37.423264;35.8;27.24;30.72;24.63;35.83;29.93;21.83;9.13
2025-06-23T15:44:37.617891;30.8;28.09;19.33;34.26;35.2;12.58;25.37;9.97
2025-06-23T15:44:37.750883;23.4;17.13;30.93;16.38;8.04;8.88;11.57;13.05
2025-06-23T15:44:37.876682;35.47;22.51;19.83;24.24;32.82;10.69;7.41;19.08
2025-06-23T15:44:38.071879;13.68;36.2;12.78;34.81;26.75;14.45;19.34;29.48
2025-06-23T15:44:38.156781;22.37;12.54;24.59;28.43;29.86;13.01;7.22;33.13
2025-06-23T15:44:38.249089;15.18;33.84;17.37;13.99;32.0;25.64;7.92;25.94
2025-06-23T15:44:38.373273;28.85;12.54;29.01;30.67;26.17;30.6;10.23;16.24
2025-06-23T15:44:38.470451;10.24;28.76;15.88;28.9;10.63;14.99;11.54;27.14
2025-06-23T15:44:38.535572;35.98;15.36;25.53;35.65;8.73;19.65;33.42;11.37
2025-06-23T15:44:38.673456;26.25;27.8;13.21;27.47;28.01;18.64;9.66;33.13
2025-06-23T15:44:38.751845;12.9;26.87;36.07;30.24;33.32;35.45;26.54;16.75
2025-06-23T15:44:38.806687;6.95;28.4;12.89;25.47;26.91;30.39;18.69;14.42
2025-06-23T15:44:38.882037;21.32;14.58;23.8;17.27;36.03;13.27;15.66;17.73
2025-06-23T15:44:39.017870;16.09;30.4;8.29;9.89;10.38;36.31;27.25;13.35
2025-06-23T15:44:39.156774;17.72;32.94;32.75;13.23;35.75;18.75;31.77;27.57
2025-06-23T15:44:39.250110;6.86;36.47;13.91;36.6;13.49;33.88;31.94;20.92
2025-06-23T15:44:39.307782;30.07;29.69;29.53;7.08;13.55;14.01;15.93;30.07
2025-06-23T15:44:39.503246;20.38;18.89;10.35;22.19;26.65;35.26;12.19;16.13
