Timestamp;Nez;Bouche;Œil_Gauche;Œil_Droit;Joue_Gauche;Joue_Droite;Front;Menton
2025-06-23T15:21:28.579961;13.01;14.44;9.46;9.83;32.3;10.45;36.5;12.74
2025-06-23T15:21:28.709537;12.09;18.7;10.83;30.82;12.0;13.85;36.62;31.0
2025-06-23T15:21:28.851655;14.04;15.18;25.92;31.45;34.22;23.12;6.88;31.94
2025-06-23T15:21:28.940716;19.21;30.31;9.09;14.03;8.41;29.1;22.84;29.69
2025-06-23T15:21:28.997108;22.84;9.97;22.73;26.14;32.66;14.95;9.25;24.36
2025-06-23T15:21:29.204015;12.8;31.68;20.17;7.5;14.18;32.94;20.65;32.06
2025-06-23T15:21:29.351771;22.72;25.43;35.33;11.31;14.25;28.5;26.69;24.78
2025-06-23T15:21:29.432750;35.8;9.05;36.84;9.47;12.34;21.29;27.34;7.36
2025-06-23T15:21:29.556443;35.71;15.79;29.88;18.57;15.45;26.1;30.65;32.75
2025-06-23T15:21:29.744462;9.82;29.73;18.97;32.21;23.27;31.83;13.24;31.59
2025-06-23T15:21:29.817237;25.14;32.25;26.11;36.08;23.01;6.89;29.79;36.53
2025-06-23T15:21:29.936199;32.71;21.6;29.87;16.35;27.09;16.06;35.59;8.85
2025-06-23T15:21:30.057151;21.93;11.49;27.93;10.49;35.5;22.38;28.66;7.89
2025-06-23T15:21:30.209814;29.38;15.39;35.61;13.26;32.03;34.1;25.69;34.5
2025-06-23T15:21:30.416388;17.23;22.27;27.26;7.79;27.96;25.95;18.76;7.9
2025-06-23T15:21:30.534388;10.66;20.44;27.72;30.3;29.82;18.1;8.88;31.65
2025-06-23T15:21:30.624450;7.09;19.36;31.31;31.47;21.41;11.6;17.03;15.33
2025-06-23T15:21:31.593199;9.5;29.5;18.97;30.6;17.7;12.58;7.88;14.89
2025-06-23T15:21:31.803007;18.62;17.54;35.65;10.4;30.23;18.23;10.11;23.3
2025-06-23T15:21:32.000008;22.34;35.28;28.23;29.54;14.54;29.77;17.98;20.3
2025-06-23T15:21:32.099836;15.86;6.98;28.56;18.13;7.8;9.16;29.14;9.06
2025-06-23T15:21:32.163150;34.3;7.38;29.47;36.36;13.54;8.82;30.02;11.44
2025-06-23T15:21:32.306911;35.11;24.38;13.28;9.41;20.61;23.11;11.09;17.34
2025-06-23T15:21:32.489664;36.81;20.39;32.56;22.83;29.28;19.14;21.95;15.57
2025-06-23T15:21:32.632708;8.8;16.62;16.74;21.34;10.58;8.38;26.2;24.39
2025-06-23T15:21:32.825858;36.45;30.49;18.05;36.32;34.8;24.89;28.59;9.79
2025-06-23T15:21:32.914150;33.12;34.85;25.46;29.34;11.75;12.23;19.23;27.34
2025-06-23T15:21:33.056091;34.36;35.61;9.03;25.99;31.54;35.58;18.28;28.03
2025-06-23T15:21:33.227525;14.14;18.04;27.26;11.47;13.07;34.58;7.02;11.95
2025-06-23T15:21:33.327263;11.0;21.71;19.93;32.06;14.87;8.61;11.08;32.76
2025-06-23T15:21:33.376339;12.26;11.77;22.96;16.61;21.01;33.24;29.31;21.69
2025-06-23T15:21:33.528939;14.26;10.17;23.3;20.29;34.14;26.8;13.86;17.53
2025-06-23T15:21:33.669602;31.23;34.61;32.61;35.32;8.55;15.88;34.62;27.87
2025-06-23T15:21:33.828903;9.71;34.6;23.79;22.24;24.24;8.37;26.03;20.27
2025-06-23T15:21:33.936056;16.58;19.13;16.67;32.13;22.6;31.01;18.47;7.38
2025-06-23T15:21:34.002903;23.8;29.38;27.79;19.04;12.04;26.34;14.54;20.7
2025-06-23T15:21:34.092529;25.88;36.7;32.4;12.19;36.12;14.8;35.74;14.24
2025-06-23T15:21:34.259683;11.66;31.08;22.0;22.15;20.48;25.46;17.01;23.13
2025-06-23T15:21:34.442060;13.81;14.87;19.63;17.81;25.67;35.22;24.72;29.39
2025-06-23T15:21:34.524356;8.87;28.48;10.1;15.42;25.87;15.27;13.27;33.86
2025-06-23T15:21:34.591143;22.98;21.56;15.59;30.12;16.76;34.57;12.95;30.4
2025-06-23T15:21:34.807213;24.71;18.08;13.06;15.81;12.38;20.57;30.34;22.33
2025-06-23T15:21:34.947159;17.99;20.74;7.85;34.66;23.39;22.3;22.82;10.52
2025-06-23T15:21:35.128073;13.73;13.3;32.07;23.12;32.55;31.75;19.48;29.75
2025-06-23T15:21:35.249818;11.42;15.38;13.18;25.44;36.4;16.0;17.22;19.69
2025-06-23T15:21:35.414358;17.53;16.81;22.92;18.22;25.41;24.8;25.97;26.24
2025-06-23T15:21:35.592084;29.45;28.64;23.29;13.18;28.83;16.92;31.2;14.36
2025-06-23T15:21:35.738960;19.04;14.57;26.26;32.03;31.74;18.1;31.75;33.06
2025-06-23T15:21:35.857469;23.96;32.21;30.72;30.17;18.22;10.94;22.26;26.17
2025-06-23T15:21:36.012719;24.2;35.58;20.58;7.72;32.2;7.79;18.11;10.31
2025-06-23T15:21:36.099044;31.69;33.5;26.53;35.35;16.19;8.43;9.58;25.18
2025-06-23T15:21:36.207213;23.07;24.76;18.72;26.15;16.26;20.14;16.12;15.36
2025-06-23T15:21:36.314357;16.45;32.62;23.36;31.46;36.17;23.06;16.28;10.91
2025-06-23T15:21:36.485034;23.43;24.95;26.46;23.6;26.94;16.5;28.03;14.29
2025-06-23T15:21:36.607550;17.53;10.21;35.55;20.23;24.52;32.45;33.82;7.25
2025-06-23T15:21:36.752551;11.45;26.67;10.5;22.26;25.01;9.62;19.96;7.0
2025-06-23T15:21:36.880853;8.75;11.57;22.72;32.26;10.64;17.03;26.77;35.06
2025-06-23T15:21:37.010586;28.61;33.53;31.31;25.02;29.98;35.75;10.46;34.3
2025-06-23T15:21:37.086281;29.55;31.43;31.49;20.14;16.11;28.32;24.04;28.81
2025-06-23T15:21:37.260526;24.31;9.7;15.51;25.68;30.21;24.47;21.3;31.46
2025-06-23T15:21:37.392778;17.07;30.97;24.84;17.6;18.1;29.51;23.54;34.31
2025-06-23T15:21:37.625474;36.44;13.57;26.41;8.43;20.31;30.6;36.14;8.63
2025-06-23T15:21:37.777409;29.2;34.63;36.33;22.1;8.29;25.24;12.67;23.03
2025-06-23T15:21:37.977049;16.23;7.62;27.86;16.51;27.16;16.53;8.96;13.05
2025-06-23T15:21:38.092535;35.68;21.21;30.89;25.59;33.14;26.32;15.84;18.92
2025-06-23T15:21:38.207406;28.58;8.02;21.55;12.77;10.55;14.09;21.17;12.71
2025-06-23T15:21:38.312918;10.03;35.4;20.38;22.54;31.98;19.87;23.05;15.22
2025-06-23T15:21:38.401892;30.47;13.39;15.95;19.26;8.9;10.23;35.41;21.56
2025-06-23T15:21:42.337098;19.38;18.85;20.4;32.74;26.63;19.7;15.16;20.22
2025-06-23T15:21:42.460030;34.65;19.62;16.79;7.42;34.36;23.09;28.18;32.98
2025-06-23T15:21:42.558936;15.67;33.73;28.95;16.48;22.67;18.36;9.21;7.76
2025-06-23T15:21:42.691105;27.96;11.1;22.48;25.78;17.44;23.21;13.09;23.13
2025-06-23T15:21:42.791741;15.02;29.27;32.75;7.95;22.84;13.84;8.52;14.58
2025-06-23T15:21:42.922064;32.66;13.36;32.54;11.79;6.9;26.29;20.63;18.13
2025-06-23T15:21:43.007297;27.23;19.71;16.93;10.58;16.71;29.79;22.66;27.12
2025-06-23T15:21:43.153960;17.27;15.39;16.62;31.65;22.07;25.01;26.62;21.7
2025-06-23T15:21:43.294048;28.86;14.14;16.65;30.27;12.46;15.3;14.53;20.92
2025-06-23T15:21:43.462645;30.72;29.41;20.79;36.64;24.82;20.62;36.09;34.99
2025-06-23T15:21:43.550742;16.73;27.71;9.84;18.37;26.95;26.68;23.5;21.06
2025-06-23T15:21:43.690631;22.58;18.41;11.81;14.93;17.43;24.07;29.72;18.15
2025-06-23T15:21:43.837222;9.25;16.59;34.14;17.81;10.13;21.94;34.79;17.55
2025-06-23T15:21:44.032653;36.23;22.34;27.7;15.75;35.47;11.42;32.37;15.9
2025-06-23T15:21:44.102734;20.01;30.47;12.22;32.41;26.48;11.68;17.95;26.74
2025-06-23T15:21:44.167326;10.58;6.99;25.11;15.36;8.01;22.47;29.71;26.63
2025-06-23T15:21:44.234974;25.29;30.85;20.96;21.29;11.4;35.86;35.26;25.47
2025-06-23T15:21:44.379716;26.19;17.67;32.83;23.72;24.06;34.48;9.67;14.39
2025-06-23T15:21:44.532950;22.84;34.53;27.33;21.85;13.73;7.45;13.72;30.98
2025-06-23T15:21:44.689888;23.35;16.43;27.91;20.39;12.82;8.38;14.71;34.3
2025-06-23T15:21:44.915256;13.94;13.78;21.6;12.75;9.06;13.47;17.09;25.61
2025-06-23T15:21:45.132863;20.2;19.24;19.66;17.75;9.83;14.22;23.92;12.25
2025-06-23T15:21:45.209930;7.49;25.63;31.96;11.73;22.29;26.98;17.67;25.24
2025-06-23T15:21:45.315321;25.18;13.93;31.66;12.46;14.27;18.48;35.91;15.02
2025-06-23T15:21:45.397622;30.32;16.66;35.03;13.11;22.01;21.62;28.64;11.02
2025-06-23T15:21:45.616372;25.47;23.26;34.39;25.1;13.59;26.47;29.65;8.62
2025-06-23T15:21:45.852538;15.67;13.98;30.21;24.89;12.31;32.32;25.43;23.46
2025-06-23T15:21:45.965082;7.61;27.43;29.29;27.5;25.4;23.76;13.03;10.58
2025-06-23T15:21:46.077563;9.99;23.4;16.18;17.5;18.06;28.84;25.07;31.53
2025-06-23T15:21:46.205576;7.57;10.9;15.2;18.39;19.08;25.2;8.99;9.32
2025-06-23T15:21:46.345403;22.44;10.96;35.53;16.34;19.79;18.92;10.02;13.9
2025-06-23T15:21:46.439838;29.83;25.73;21.78;36.69;35.3;31.09;12.43;15.93
2025-06-23T15:21:46.492878;28.66;36.7;31.69;24.64;8.48;9.6;8.08;16.37
2025-06-23T15:21:46.598516;30.46;17.15;14.23;15.9;31.91;34.53;16.91;23.88
2025-06-23T15:21:46.745423;29.43;12.32;25.04;21.36;35.34;27.71;21.24;29.28
2025-06-23T15:21:46.911053;29.79;34.34;18.87;32.39;34.12;9.54;35.19;9.32
2025-06-23T15:21:47.096191;16.06;21.03;17.4;23.64;30.07;12.22;27.81;28.11
2025-06-23T15:21:47.243109;21.33;27.4;11.06;28.45;7.44;15.48;32.12;15.01
2025-06-23T15:21:47.407111;30.5;33.74;27.27;18.66;26.11;21.51;17.65;18.76
2025-06-23T15:21:47.543022;12.59;34.4;20.56;10.04;32.43;14.41;8.76;32.61
2025-06-23T15:21:47.620339;35.15;11.2;28.97;26.81;26.58;27.31;31.73;34.89
2025-06-23T15:21:47.757299;21.86;23.99;20.45;27.41;13.85;26.29;14.33;30.87
2025-06-23T15:21:47.884029;12.44;13.21;12.31;15.83;24.79;31.45;9.12;21.68
2025-06-23T15:21:48.119913;19.14;33.2;28.0;26.96;22.22;9.96;11.5;22.88
2025-06-23T15:21:48.229915;18.68;26.64;23.27;36.36;15.77;36.38;15.6;26.46
2025-06-23T15:21:48.367153;18.37;21.05;35.01;20.69;7.13;26.54;28.05;15.06
2025-06-23T15:21:48.539115;7.2;33.85;33.24;23.42;16.78;28.61;31.32;32.59
2025-06-23T15:21:48.647388;34.51;27.12;17.06;16.59;32.15;30.86;20.76;21.54
2025-06-23T15:21:48.831164;29.3;9.57;7.08;32.81;30.65;31.48;36.64;22.34
2025-06-23T15:21:48.939797;36.46;30.48;32.93;14.44;9.48;12.58;23.13;16.62
2025-06-23T15:21:49.069217;11.94;36.48;9.11;15.66;34.99;35.31;19.45;16.38
2025-06-23T15:21:49.256008;27.04;13.7;23.3;13.19;27.09;8.28;35.96;36.39
2025-06-23T15:21:49.347175;9.39;29.56;33.92;28.81;26.41;27.58;27.18;11.46
2025-06-23T15:21:49.441680;21.32;16.06;11.28;9.45;27.02;35.9;33.58;7.13
2025-06-23T15:21:49.646839;18.83;20.13;26.89;32.17;9.58;13.99;16.25;14.07
2025-06-23T15:21:49.765524;21.33;32.99;20.53;13.65;24.4;7.34;12.8;35.24
2025-06-23T15:21:49.865074;32.06;24.48;25.5;28.99;36.15;25.46;22.09;7.81
2025-06-23T15:21:50.054312;15.79;22.96;10.94;15.65;25.55;20.89;20.67;25.0
2025-06-23T15:21:50.120961;18.03;6.98;24.07;28.68;17.38;17.02;8.5;30.91
2025-06-23T15:21:50.280749;19.04;32.0;19.36;22.8;25.19;13.54;22.05;22.35
2025-06-23T15:21:50.428567;9.54;25.46;11.4;18.47;33.84;16.06;25.02;8.76
2025-06-23T15:21:50.550686;19.05;6.88;16.37;16.07;30.3;29.0;30.72;18.27
2025-06-23T15:21:50.638704;14.37;23.02;34.07;13.35;21.79;23.89;18.1;31.0
2025-06-23T15:21:51.187043;13.07;32.44;20.95;9.42;9.35;17.06;34.05;36.43
2025-06-23T15:21:51.261678;36.3;32.08;8.1;31.19;30.55;13.97;33.72;29.25
2025-06-23T15:21:51.329820;28.0;7.19;21.42;36.83;15.56;29.81;8.15;7.75
2025-06-23T15:21:51.515387;11.88;36.31;18.87;9.49;21.98;7.17;11.13;16.87
2025-06-23T15:21:51.639779;22.93;31.05;9.38;14.08;28.12;16.93;18.7;27.54
2025-06-23T15:21:51.817142;19.97;20.39;18.72;23.8;10.04;29.83;16.96;30.87
2025-06-23T15:21:51.907312;11.9;28.69;32.67;23.15;9.72;21.05;25.65;27.4
2025-06-23T15:21:52.045477;9.14;7.52;15.96;31.08;31.7;9.6;32.84;34.62
2025-06-23T15:21:52.162514;17.3;33.04;29.53;9.94;21.08;29.04;34.53;29.7
2025-06-23T15:21:52.242178;29.09;18.37;22.09;28.13;20.71;35.83;29.55;22.82
2025-06-23T15:21:52.296165;32.6;29.79;15.35;35.26;35.8;20.95;11.32;12.61
2025-06-23T15:21:52.356626;31.16;32.71;13.0;20.84;15.08;36.03;14.52;16.04
2025-06-23T15:21:52.500400;31.51;27.83;35.0;18.28;27.21;11.55;15.53;12.91
2025-06-23T15:21:52.639356;36.77;14.93;16.68;14.39;36.01;25.58;13.12;34.14
2025-06-23T15:21:52.780362;25.96;12.02;15.46;25.13;35.34;8.11;25.4;13.94
2025-06-23T15:21:52.863850;24.14;8.23;14.22;16.91;16.23;21.4;15.09;27.08
2025-06-23T15:21:52.971520;10.7;20.0;27.01;20.73;11.19;9.52;11.38;17.36
2025-06-23T15:21:53.115815;17.12;6.86;9.55;28.0;26.97;13.33;21.45;24.03
2025-06-23T15:21:53.266830;12.26;29.35;35.86;10.86;9.2;11.04;11.12;6.89
2025-06-23T15:21:53.394508;22.81;24.36;19.7;23.87;31.46;20.82;8.84;11.91
2025-06-23T15:21:53.479884;30.96;30.91;15.8;15.09;36.46;11.83;22.88;12.66
2025-06-23T15:21:53.555611;22.77;31.31;21.23;27.72;20.64;8.42;19.0;33.84
2025-06-23T15:21:53.746602;29.73;36.35;28.9;25.27;23.18;35.99;31.07;14.88
2025-06-23T15:21:53.867461;21.68;31.61;7.4;25.05;20.5;31.97;15.03;30.28
2025-06-23T15:21:53.973412;7.45;27.91;35.1;21.65;10.78;19.68;8.47;25.49
2025-06-23T15:21:54.097191;19.28;23.67;11.06;19.27;15.79;19.09;8.75;35.73
2025-06-23T15:21:54.165985;22.31;30.32;20.16;19.18;17.75;23.67;36.08;34.27
2025-06-23T15:21:54.232884;28.22;11.68;18.51;36.15;25.06;33.83;14.04;22.6
2025-06-23T15:21:54.338301;27.68;28.92;32.15;13.37;23.04;22.72;34.69;16.16
2025-06-23T15:21:54.572823;19.75;12.81;15.86;18.48;18.4;6.91;36.83;7.48
2025-06-23T15:21:54.637522;9.14;12.5;24.8;17.81;36.37;12.39;18.11;17.05
2025-06-23T15:21:54.745238;35.02;19.08;16.19;11.6;16.35;14.84;28.21;11.48
2025-06-23T15:21:54.859545;26.09;21.41;14.01;20.25;22.14;15.96;32.89;34.32
2025-06-23T15:21:54.933520;21.43;31.32;15.37;31.08;18.53;29.67;26.21;18.32
2025-06-23T15:21:54.994680;16.0;23.96;7.89;31.16;16.7;36.04;20.4;13.51
2025-06-23T15:21:55.072758;19.27;10.33;26.25;31.74;27.48;29.37;23.39;14.8
2025-06-23T15:21:55.121516;33.92;19.02;16.04;33.05;19.69;22.83;35.76;22.95
2025-06-23T15:21:55.225442;11.18;27.33;31.12;25.52;20.56;30.91;33.72;35.72
2025-06-23T15:21:55.340876;20.73;29.94;19.23;35.66;14.08;25.72;32.21;18.19
2025-06-23T15:21:55.535494;35.11;10.92;28.62;20.56;19.8;23.43;10.92;9.01
2025-06-23T15:21:55.707576;8.68;18.66;26.41;36.64;21.85;36.8;15.07;12.41
2025-06-23T15:21:55.862668;18.29;22.47;26.85;25.01;9.06;36.48;20.6;6.98
2025-06-23T15:21:55.955585;17.01;32.23;20.7;34.28;36.02;7.93;25.43;26.99
2025-06-23T15:21:56.005570;9.24;21.84;34.45;22.74;28.92;12.37;26.23;11.49
2025-06-23T15:21:56.200984;19.54;7.07;23.65;13.15;34.61;23.96;35.02;35.12
2025-06-23T15:21:56.311025;12.9;16.24;11.34;31.05;27.5;34.69;30.12;18.72
2025-06-23T15:21:56.457958;15.61;21.96;17.36;16.68;28.24;9.7;20.35;13.93
2025-06-23T15:21:56.634916;14.22;18.07;25.52;7.49;34.63;29.14;20.72;26.17
2025-06-23T15:21:56.700418;9.35;16.19;7.01;23.82;15.68;29.34;21.8;10.31
2025-06-23T15:21:56.761891;12.3;29.58;19.3;21.89;19.48;30.79;26.63;11.9
2025-06-23T15:21:56.967567;28.09;9.07;36.0;12.69;17.55;30.69;30.72;25.2
2025-06-23T15:21:57.107561;25.16;8.77;29.94;29.44;15.66;17.76;15.44;29.58
2025-06-23T15:21:57.233745;31.28;14.79;33.19;9.71;7.94;27.94;17.76;9.69
2025-06-23T15:21:57.329944;29.56;28.51;23.36;13.86;28.11;34.34;35.51;17.37
2025-06-23T15:21:57.466317;29.48;32.09;21.85;32.53;26.28;8.41;36.38;24.54
2025-06-23T15:21:57.561972;18.87;35.19;30.74;34.17;26.43;12.7;14.12;9.87
2025-06-23T15:21:57.632411;13.99;20.31;31.19;34.74;31.63;32.61;20.13;29.42
2025-06-23T15:21:57.887434;15.61;11.9;29.86;35.49;34.29;11.52;11.53;30.73
2025-06-23T15:21:58.043798;36.1;20.17;36.77;17.52;29.15;15.03;35.96;8.6
2025-06-23T15:21:58.153601;22.43;30.08;26.39;11.76;15.38;28.94;24.9;13.89
2025-06-23T15:21:58.284889;18.24;25.22;36.16;32.59;20.08;14.65;25.08;29.38
2025-06-23T15:21:58.361265;31.41;15.79;22.26;17.75;7.48;36.82;22.71;28.56
2025-06-23T15:21:58.424320;18.21;29.87;8.32;21.35;17.23;25.37;27.48;20.6
2025-06-23T15:21:58.539949;35.69;17.97;18.61;22.05;8.52;36.74;21.78;35.49
2025-06-23T15:21:58.625356;33.27;36.17;30.15;13.19;19.1;10.72;32.39;19.73
2025-06-23T15:21:58.744729;12.55;30.92;20.73;18.86;7.45;13.71;29.55;14.77
2025-06-23T15:21:58.830333;11.45;22.56;13.1;29.17;29.91;31.97;11.46;36.44
2025-06-23T15:21:58.886501;30.8;34.23;23.49;34.76;28.51;19.19;16.26;10.76
2025-06-23T15:21:58.976635;17.6;31.83;17.05;23.37;24.89;14.85;26.0;10.04
2025-06-23T15:21:59.065205;18.83;12.68;23.7;14.51;29.79;12.57;14.41;26.68
2025-06-23T15:21:59.229334;11.96;7.39;19.65;11.07;32.49;34.49;20.13;25.36
2025-06-23T15:21:59.327039;24.07;30.92;10.9;18.99;21.27;17.97;20.13;15.57
2025-06-23T15:21:59.417357;35.9;28.53;7.0;11.67;24.28;20.69;17.61;17.09
2025-06-23T15:21:59.547409;10.4;29.64;8.56;21.14;11.31;9.67;24.51;32.35
2025-06-23T15:21:59.722799;16.23;18.88;12.95;19.41;10.37;11.27;28.87;26.48
2025-06-23T15:21:59.811399;27.0;9.18;33.78;22.74;18.31;17.28;21.52;21.11
2025-06-23T15:21:59.880972;32.12;28.63;17.31;30.82;9.25;8.59;17.91;25.0
2025-06-23T15:22:00.004905;34.39;14.28;24.38;20.37;23.64;27.87;35.79;19.35
2025-06-23T15:22:00.123551;31.25;13.61;7.1;25.66;14.29;14.27;7.24;36.51
2025-06-23T15:22:00.217398;24.66;27.78;16.83;13.18;33.62;26.12;34.36;10.86
2025-06-23T15:22:00.346060;31.31;7.14;36.74;10.06;32.49;31.47;20.03;32.68
2025-06-23T15:22:00.443732;27.57;13.38;27.04;28.43;10.61;21.95;19.42;36.23
